time,vibX,vibY,vibZ
1679534997.425005,-0.267639,-0.358276,-0.250854
1679534997.6010394,-0.267639,-0.639526,-0.610229
1679534997.78887,0.232361,-0.733276,-0.375854
1679534997.928296,-0.267639,-0.405151,-0.344604
1679534998.093034,0.232361,-0.764526,-0.297729
1679534998.260952,-0.017639,-0.405151,-0.610229
1679534998.4039934,-0.267639,-0.514526,-0.500854
1679534998.5771403,-0.267639,-0.483276,-0.328979
1679534998.7369032,-0.017639,-0.389526,-0.610229
1679534998.9170818,-0.017639,-0.764526,-0.485229
1679534999.108418,0.232361,-0.452026,-0.688354
1679534999.2768357,-0.767639,-0.530151,-0.500854
1679534999.44092,0.482361,-0.405151,-0.094604
1679534999.6449313,-0.517639,-0.452026,-0.438354
1679534999.847906,-0.517639,-0.592651,-0.375854
1679535000.0171046,-0.267639,-0.686401,-0.282104
1679535000.2610035,-0.017639,-0.498901,-0.313354
1679535000.4290006,-0.267639,-0.561401,-0.453979
1679535000.6049986,0.232361,-0.764526,-0.391479
1679535000.7725573,-0.017639,-0.389526,-0.657104
1679535000.9810276,-0.267639,-0.389526,-0.485229
1679535001.1568909,0.232361,-0.483276,-0.266479
1679535001.4208956,-0.517639,-0.373901,-0.438354
1679535001.568461,-0.267639,-0.498901,-0.516479
1679535001.7205029,-0.267639,-0.467651,-0.532104
1679535001.9649298,-0.017639,-0.608276,-0.297729
1679535002.148999,-0.017639,-0.123901,-0.532104
1679535002.3280706,-0.517639,-0.077026,-0.438354
1679535002.6010442,-0.517639,-0.327026,-0.438354
1679535002.7728417,-0.267639,-0.467651,-0.282104
1679535002.9853375,-0.517639,-0.780151,-0.422729
1679535003.1570292,-0.267639,-0.514526,-0.500854
1679535003.352991,-0.017639,-0.452026,-0.516479
1679535003.5129335,-0.267639,-0.623901,-0.219604
1679535003.6999855,-0.017639,-0.311401,-0.516479
1679535003.9731424,-0.767639,-0.342651,-0.500854
1679535004.24494,-0.517639,-0.358276,-0.547729
1679535004.4128928,-0.267639,-0.717651,-0.360229
1679535004.576694,-0.267639,-0.623901,-0.157104
1679535004.8489816,-0.267639,-0.686401,-0.282104
1679535004.9971511,0.482361,-0.498901,-0.032104
1679535005.1690383,-0.517639,-0.420776,-0.453979
1679535005.3408835,0.232361,-0.280151,-0.407104
1679535005.4960122,0.232361,-0.545776,-0.594604
1679535005.6689196,-0.267639,-0.420776,-0.516479
1679535005.8328354,-0.267639,-0.405151,-0.391479
1679535006.016865,-0.767639,-0.530151,-0.766479
1679535006.272844,-0.517639,-0.452026,-0.563354
1679535006.4208653,-0.767639,-0.702026,-0.485229
1679535006.592885,-0.017639,-0.514526,-0.422729
1679535006.7649353,-0.267639,-0.389526,-0.438354
1679535006.935175,0.232361,-0.577026,-0.500854
1679535007.180887,-0.017639,-0.452026,-0.391479
1679535007.328965,-0.517639,-0.514526,-0.547729
1679535007.4968407,-0.267639,-0.420776,-0.297729
1679535007.6607623,0.232361,-0.858276,-0.407104
1679535007.892979,0.232361,-0.655151,-0.360229
1679535008.0567772,-0.267639,-0.295776,-0.375854
1679535008.2329657,-0.017639,-0.498901,-0.672729
1679535008.4764469,-0.267639,-0.592651,-0.719604
1679535008.6448145,-0.267639,-0.514526,-0.375854
1679535008.7918892,-0.517639,-0.467651,-0.266479
1679535008.9649465,-0.017639,-0.483276,-0.219604
1679535009.136974,-0.017639,-0.405151,-0.282104
1679535009.2806003,-0.017639,-0.795776,-0.657104
1679535009.4729702,-0.517639,-0.639526,-0.282104
1679535009.744898,0.232361,-0.686401,-0.110229
1679535009.9048514,-0.267639,-0.592651,-0.641479
1679535010.072899,-0.767639,-0.248901,-0.688354
1679535010.2408297,-0.267639,-0.530151,-0.469604
1679535010.3888612,0.232361,-0.655151,-0.485229
1679535010.5851307,-0.017639,-0.233276,-0.422729
1679535010.848937,-0.267639,-0.202026,-0.688354
1679535011.0084834,-0.767639,-0.498901,-0.438354
1679535011.2767782,-0.017639,-0.467651,-0.735229
1679535011.5249174,-0.017639,-0.452026,-0.828979
1679535011.692791,-0.267639,-0.717651,-0.828979
1679535011.8808026,-0.267639,-0.780151,-0.735229
1679535012.1764555,-0.517639,-0.202026,-0.625854
1679535012.3204892,-0.267639,-0.592651,-0.344604
1679535012.4847932,-0.267639,-0.608276,-0.532104
1679535012.6527953,0.232361,-0.358276,-0.469604
1679535012.816791,-0.017639,-0.327026,-0.313354
1679535012.9849389,-0.517639,-0.498901,-0.344604
1679535013.1768272,-0.017639,-0.592651,-0.453979
1679535013.356769,-0.017639,-0.561401,-0.360229
1679535013.52848,-0.267639,-0.311401,-0.735229
1679535013.7164476,-0.017639,-0.248901,-0.453979
1679535013.8998404,-0.267639,-0.280151,-0.297729
1679535014.05743,-0.267639,-0.670776,-0.563354
1679535014.301043,-0.267639,-0.436401,-0.360229
1679535014.4610724,0.232361,-0.623901,-0.547729
1679535014.6169796,-0.017639,-0.483276,-0.422729
1679535014.880963,-0.267639,-0.592651,-0.016479
1679535015.1569746,-0.017639,-0.342651,-0.422729
1679535015.4169824,-0.267639,-0.483276,-0.047729
1679535015.5646803,-0.267639,-0.483276,-0.157104
1679535015.8288815,-0.017639,-0.186401,-0.719604
1679535016.0771902,-0.017639,-0.733276,-0.485229
1679535016.344911,-0.517639,-0.373901,-0.438354
1679535016.5609126,-0.017639,-0.608276,-0.328979
1679535016.8249464,-0.017639,-0.717651,-0.297729
1679535017.0648997,-0.017639,-0.170776,-0.563354
1679535017.3253915,-0.267639,-0.170776,-0.547729
1679535017.4928863,0.482361,-1.108276,-0.078979
1679535017.653106,0.232361,-0.327026,-0.203979
1679535017.8288,-0.517639,-0.577026,-0.375854
1679535017.9888651,-0.267639,-0.530151,-0.469604
1679535018.1439145,-0.517639,-0.545776,-0.516479
1679535018.2928667,-0.017639,-0.452026,-0.610229
1679535018.572908,0.732361,-0.623901,-0.438354
1679535018.7209172,0.232361,-0.592651,-0.235229
1679535018.8969584,-0.267639,-0.327026,-0.125854
1679535019.0889304,0.232361,-0.311401,-0.610229
1679535019.272978,0.232361,-0.530151,-0.188354
1679535019.540805,0.232361,-0.514526,-0.407104
1679535019.7838898,0.232361,-0.248901,-0.250854
1679535020.0528133,-0.267639,-0.764526,-0.438354
1679535020.2168992,-0.017639,-0.186401,-0.703979
1679535020.3888705,-0.017639,-0.623901,-0.297729
1679535020.5367851,-0.267639,-0.342651,-0.797729
1679535020.8048189,-0.267639,-0.405151,-0.438354
1679535020.9810045,-0.267639,-0.436401,-0.219604
1679535021.1570022,-0.017639,-0.498901,-0.110229
1679535021.461006,0.232361,-0.764526,-0.407104
1679535021.6529677,-0.267639,-0.467651,-0.157104
1679535021.9329188,-0.517639,-0.686401,-0.610229
1679535022.183145,-0.267639,-0.498901,-0.641479
1679535022.43315,-0.267639,-0.811401,-0.422729
1679535022.6170373,-0.517639,-0.639526,-0.766479
1679535022.7888856,-0.017639,-0.530151,-0.391479
1679535022.9369724,-0.267639,-0.561401,-0.250854
1679535023.108758,0.482361,-0.483276,-0.563354
1679535023.276929,-0.017639,-0.577026,-0.625854
1679535023.4569032,0.232361,-0.608276,-0.453979
1679535023.61683,-0.017639,-0.327026,-0.360229
1679535023.8005302,-0.517639,-0.514526,-0.188354
1679535023.9485395,-0.017639,-0.264526,-0.453979
1679535024.1330383,0.482361,-0.311401,-0.438354
1679535024.2879944,-0.017639,-0.530151,-0.578979
1679535024.4405985,-0.267639,-0.483276,-0.407104
1679535024.601112,-0.017639,-0.623901,-0.328979
1679535024.7808576,-0.017639,-0.358276,-0.453979
1679535025.0488064,-0.267639,-0.514465,0.014771
1679535025.3369567,-0.017639,-0.452026,-0.266479
1679535025.5168257,-0.017639,-0.436401,-0.250854
1679535025.696987,-0.017639,-0.717651,-0.282104
1679535025.8650646,-0.267639,-0.405151,-0.500854
1679535026.032925,-0.017639,-0.623901,-0.407104
1679535026.1805282,0.232361,-0.248901,-0.563354
1679535026.328517,-0.267639,-0.670776,-0.360229
1679535026.4725845,-0.267639,-0.811401,-0.485229
1679535026.7244036,-0.017639,-0.530151,-0.141479
1679535027.012535,-0.267639,-0.686401,-0.125854
1679535027.1804624,-0.017639,-0.670776,-0.657104
1679535027.3363316,-0.267639,-0.498901,-0.188354
1679535027.484525,-0.267639,-0.373901,-0.641479
1679535027.648766,-0.517639,-0.936401,-0.469604
1679535027.7925172,-0.517639,-0.545776,-0.141479
1679535028.0563972,-0.017639,-0.420776,-0.094604
1679535028.2290084,-0.267639,-0.498901,-0.063354
1679535028.3890238,-0.517639,-0.623901,-0.282104
1679535028.6648962,-0.017639,-0.670776,-0.141479
1679535028.812554,0.232361,-0.389526,-0.407104
1679535029.0888238,-0.267639,-0.795776,-0.235229
1679535029.2648387,0.482361,-0.217651,-0.578979
1679535029.432911,-0.017639,-0.295776,-0.485229
1679535029.6204967,-0.267639,-0.498901,-0.438354
1679535029.7928977,-0.267639,-0.498901,-0.344604
1679535029.9488049,-0.267639,-0.420776,-0.500854
1679535030.1090202,-0.017639,-0.092651,-0.547729
1679535030.356424,-0.267639,-0.623901,-0.813354
1679535030.5126648,0.232361,-0.452026,-0.532104
1679535030.6809866,0.232361,-0.795776,-0.157104
1679535030.828476,-0.017639,-0.452026,-0.532104
1679535030.9888978,0.232361,-0.498901,-0.516479
1679535031.1608236,-0.267639,-0.327026,-0.266479
1679535031.3289337,-0.267639,-0.452026,-0.344604
1679535031.5089643,-0.517639,-0.311401,-0.469604
1679535031.6769505,-0.267639,-0.795776,-0.391479
1679535031.852743,-0.267639,-0.311401,-0.125854
1679535032.116938,-0.267639,-0.686401,-0.766479
1679535032.3930676,-0.017639,-0.342651,-0.422729
1679535032.620997,-0.267639,-0.280151,-0.469604
1679535032.7927618,0.232361,-0.467651,-0.344604
1679535032.9448578,-0.267639,-0.530151,-0.469604
1679535033.1169395,0.232361,-0.592651,-0.375854
1679535033.265097,-0.517639,-0.498901,-0.735229
1679535033.476921,-0.017639,-0.702026,-0.282104
1679535033.6610856,-0.017639,-0.514526,-0.500854
1679535033.8449354,-0.267639,-0.577026,-0.485229
1679535034.1129887,-0.017639,-0.608276,-0.688354
1679535034.280938,0.232361,-0.467651,-0.250854
1679535034.461036,-0.267639,-0.780151,-0.360229
1679535034.62496,-0.267639,-0.608276,-0.547729
1679535034.7888317,-0.267639,-0.358276,-0.297729
1679535034.9607463,-0.267639,-0.577026,-0.266479
1679535035.2199967,0.232361,-0.545776,-0.547729
1679535035.481003,-0.517639,-0.389526,-0.032104
1679535035.649011,0.232361,-0.280151,-0.344604
1679535035.892913,0.232361,-0.248901,-0.578979
1679535036.0649185,-0.017639,-0.358276,-0.407104
1679535036.2125428,-0.267639,-0.545776,-0.938354
1679535036.4173963,-0.267639,-0.639526,-0.313354
1679535036.676693,-0.017639,-0.420776,-0.563354
1679535036.8448603,-0.267639,-0.483276,-0.344604
1679535037.0132024,0.232361,-0.420776,-0.078979
1679535037.1929753,-0.017639,-0.436401,-0.485229
1679535037.4754262,-0.267639,-0.420776,-0.610229
1679535037.849153,-0.267639,-0.327026,-0.125854
1679535038.0248108,-0.267639,-0.248901,-0.532104
1679535038.2728004,-0.017639,-0.186401,-0.235229
1679535038.4971004,-0.517639,-0.577026,-0.078979
1679535038.6885266,-0.017639,-0.545776,-0.500854
1679535038.9651234,-0.017639,-0.545776,-0.500854
1679535039.1329367,-0.767639,-0.405151,-0.235229
1679535039.3361695,0.482361,-0.717651,-0.141479
1679535039.6367729,-0.517639,-0.514526,-0.375854
1679535039.8848891,-0.267639,-0.248901,-0.532104
1679535040.0568902,-0.267639,-0.702026,-0.438354
1679535040.2288513,-0.767639,-0.764526,-0.516479
1679535040.4048655,-0.017639,-0.764526,-0.297729
1679535040.6928625,-0.517639,-0.327026,-0.391479
1679535040.856581,-0.267639,-0.577026,-0.422729
1679535041.024666,0.232361,-0.342651,-0.532104
1679535041.2886724,-0.267639,-0.608276,-0.532104
1679535041.4567456,0.232361,-0.530151,-0.235229
1679535041.6288462,-0.517639,-0.748901,-0.172729
1679535041.8768992,0.482361,-0.686401,-0.594604
1679535042.027891,-0.267639,-0.592651,-0.532104
1679535042.2010367,-0.267639,-0.436401,-0.188354
1679535042.4733024,-0.017639,-0.436401,-0.313354
1679535042.6208885,-0.267639,-0.748901,-0.703979
1679535042.8728096,-0.017639,-0.608276,-0.500854
1679535043.0409074,-0.517639,-0.608276,-0.172729
1679535043.3128326,0.232361,-0.280151,-0.500854
1679535043.5008514,-0.267639,-0.452026,-0.282104
1679535043.64789,0.232361,-0.702026,-1.063354
1679535043.8209476,-0.517639,-0.498901,-0.438354
1679535044.093063,0.232361,-0.686401,-0.282104
1679535044.2649338,-0.017639,-0.623901,-0.266479
1679535044.4331212,-0.517639,-0.780151,-0.125854
1679535044.6890264,-0.017639,-0.686401,-0.391479
1679535044.8608344,-0.267639,-0.373901,-0.094604
1679535045.0126994,-0.267639,-0.498901,-0.719604
1679535045.1928906,-0.017639,-0.342651,-0.188354
1679535045.3728197,-0.267639,-0.577026,-0.250854
1679535045.5489235,-0.267639,-0.483276,-0.422729
1679535045.728777,-0.017639,-0.405151,-0.578979
1679535045.8851051,-0.267639,-0.811401,-0.078979
1679535046.0650518,-0.517639,-0.561401,-0.547729
1679535046.2449827,-0.267639,-0.420776,-0.453979
1679535046.4210927,-0.517639,-0.389526,-0.485229
1679535046.593001,-0.267639,-0.436401,-0.563354
1679535046.7370837,-0.017639,-0.311401,-0.422729
1679535046.9129727,-0.267639,-0.545776,-0.282104
1679535047.0808873,-0.267639,-0.358276,-0.844604
1679535047.3266969,-0.267639,-0.623901,-0.563354
1679535047.5050523,0.232361,-0.623901,-0.063354
1679535047.6730442,-0.267639,-0.514526,-0.407104
1679535047.85278,-0.017639,-0.373901,-0.500854
1679535048.0808682,-0.767639,-0.873901,-0.891479
1679535048.280969,0.232361,-0.78009,0.030396
1679535048.540607,0.232361,-0.389526,-0.360229
1679535048.7090025,-0.517639,-0.702026,-0.391479
1679535048.9730597,0.232361,-0.452026,-0.266479
1679535049.1206636,-0.267639,-0.639526,-0.516479
1679535049.3889334,0.232361,-0.389526,-0.625854
1679535049.608956,-0.267639,-0.514526,-0.563354
1679535049.7728078,-0.017639,-0.530151,-0.438354
1679535049.968787,-0.017639,-0.545776,-0.422729
1679535050.236907,-0.017639,-0.358276,-0.282104
1679535050.4088616,0.232361,-0.389526,-0.344604
1679535050.5610409,-0.267639,-0.420776,-0.422729
1679535050.7129655,0.232361,-0.577026,-0.438354
1679535050.8808682,-0.017639,-0.592651,-0.250854
1679535051.0288415,0.232361,-0.483276,-0.828979
1679535051.1968458,-0.267639,-0.405151,-0.547729
1679535051.4608912,-0.517639,-0.295776,-0.453979
1679535051.632434,-0.017639,-0.623901,-0.235229
1679535051.7764795,-0.017639,-0.623901,-0.438354
1679535051.960883,-0.267639,-0.389526,-0.297729
1679535052.1287563,-0.017639,-0.311401,-0.563354
1679535052.3048346,0.232361,-0.623901,-0.250854
1679535052.5771298,-0.017639,-0.436401,-0.500854
1679535052.7364497,-0.767639,-0.608276,-0.453979
1679535052.9049182,-0.267639,-0.248901,-0.422729
1679535053.1526406,0.482361,-0.483276,-0.203979
1679535053.4090905,-0.267639,-0.498901,-0.516479
1679535053.5812426,-0.017639,-0.592651,-0.391479
1679535053.753009,-0.267639,-0.717651,-0.344604
1679535053.9009004,-0.517639,-0.483276,-0.282104
1679535054.0810082,-0.517639,-0.452026,-0.688354
1679535054.2729063,-0.517639,-0.56134,-0.000854
1679535054.4170144,-0.267639,-0.452026,-0.250854
1679535054.589312,-0.267639,-0.420776,-0.391479
1679535054.7568126,0.232361,-0.170776,-0.188354
1679535054.9370506,-0.017639,-0.717651,-0.407104
1679535055.109241,0.232361,-0.311401,-0.688354
1679535055.2769682,-0.017639,-0.733276,-0.360229
1679535055.440936,-0.017639,-0.327026,-0.078979
1679535055.6132188,-0.267639,-0.608276,-0.875854
1679535055.7646573,-0.767639,-0.467651,-0.375854
1679535055.932496,0.232361,-0.498901,-0.610229
1679535056.2088215,0.232361,-0.420776,-0.203979
1679535056.4929276,0.232361,-0.405151,-0.766479
1679535056.7566717,-0.017639,-0.733276,-0.235229
1679535056.9250903,-0.017639,-0.295776,-0.203979
1679535057.1129324,-0.517639,-0.498901,-0.328979
1679535057.3889945,-0.267639,-0.452026,-0.250854
1679535057.5326514,-0.017639,-0.514526,-0.594604
1679535057.6810443,-0.267639,-0.452026,-0.391479
1679535057.8488562,-0.267639,-0.686401,-0.625854
1679535057.9966507,-0.267639,-0.452026,-0.641479
1679535058.160967,0.232361,-0.358276,-0.282104
1679535058.3127863,-0.017639,-0.405151,-0.594604
1679535058.497136,-0.267639,-0.358276,-0.235229
1679535058.721048,-0.017639,-0.389526,-0.703979
1679535058.88482,0.232361,-0.452026,-0.641479
1679535059.0567884,-0.267639,-0.373901,-0.313354
1679535059.2410204,-0.267639,-0.452026,-0.500854
1679535059.4890358,-0.767639,-0.358276,-0.328979
1679535059.7450094,-0.017639,-0.311401,-0.110229
1679535060.0170517,-0.517639,-0.717651,-0.641479
1679535060.1847837,-0.017639,-0.436401,-0.219604
1679535060.3368006,-0.267639,-0.405151,-0.485229
1679535060.488788,-0.017639,-0.764465,-0.000854
1679535060.6609886,-0.517639,-0.373901,-0.157104
1679535060.8129704,-0.267639,-0.670776,-0.469604
1679535060.9688778,0.232361,-0.889526,-0.047668
1679535061.2368574,-0.267639,-0.295776,-0.657104
1679535061.4047792,-0.517639,-0.358276,-0.641479
1679535061.576795,0.232361,-0.405151,-0.422729
1679535061.7609222,0.232361,-0.420776,-0.360229
1679535061.9648635,-0.767639,-0.780151,-0.422729
1679535062.1368625,0.232361,-0.420776,-0.532104
1679535062.3089695,-0.517639,-0.545776,-0.703979
1679535062.4851348,-0.767639,-0.623901,-0.485229
1679535062.761036,0.232361,-0.389526,-0.407104
1679535062.9288898,-0.267639,-0.420776,-0.703979
1679535063.0891025,-0.017639,-0.498901,-0.094604
1679535063.2690363,-0.267639,-0.358276,-0.735229
1679535063.4209566,-0.267639,-0.498901,-0.344604
1679535063.5929377,-0.017639,-0.170776,-0.125854
1679535063.7489269,-0.017639,-0.342651,-0.375854
1679535063.9329274,-0.517639,-0.702026,-0.469604
1679535064.1009889,-0.517639,-0.670776,-0.407104
1679535064.2640345,-0.017639,-0.577026,-0.407104
1679535064.4370298,0.232361,-0.498901,-0.500854
1679535064.5886643,-0.017639,-0.420776,-0.110229
1679535064.7570093,-0.517639,-0.420776,-0.328979
1679535064.9045465,-0.267639,-0.170776,-0.219604
1679535065.1485662,-0.267639,-0.655151,-0.485229
1679535065.3568048,-0.267639,-0.123901,-0.282104
1679535065.6204834,-0.017639,-0.342651,-0.297729
1679535065.7929215,-0.267639,-0.327026,-0.422729
1679535065.97285,-0.517639,-0.358276,-0.657104
1679535066.1808665,-0.017639,-0.373901,-0.625854
1679535066.3409035,-0.517639,-0.389526,-0.282104
1679535066.5048587,-0.267639,-0.670776,-0.078979
1679535066.712829,-0.017639,-0.248901,-0.594604
1679535067.0052545,-0.017639,-0.295776,-0.235229
1679535067.185006,0.232361,-0.420776,-0.219604
1679535067.4531157,-0.017639,-0.217651,-0.297729
1679535067.728922,-0.017639,-0.530151,-0.422729
1679535067.8886063,-0.767639,-0.702026,-0.532104
1679535068.0570652,-0.267639,-0.483276,-0.485229
1679535068.2214007,-0.017639,-0.686401,-0.344604
1679535068.3849337,-0.267639,-0.452026,-1.016479
1679535068.560984,-0.017639,-0.639526,-0.282104
1679535068.7489383,-0.517639,-0.686401,-0.313354
1679535068.909212,-0.267639,-0.389526,-0.563354
1679535069.0809605,-0.267639,-0.748901,-0.547729
1679535069.245033,-0.267639,-0.577026,-0.719604
1679535069.4170268,-0.017639,-0.389526,-0.250854
1679535069.6009393,-0.267639,-0.889526,-0.110229
1679535069.7690213,-0.267639,-0.452026,-0.172729
1679535069.9448354,-0.267639,-0.311401,-0.547729
1679535070.2209682,-0.017639,-0.702026,-0.250854
1679535070.3720348,-0.267639,-0.373901,-0.266479
1679535070.5490675,-0.267639,-0.045776,-0.610229
1679535070.6925516,-0.267639,-0.327026,-0.297729
1679535070.8400755,0.232361,-0.498901,-0.375854
1679535071.1169674,0.232361,-0.889526,-0.266479
1679535071.2971084,-0.517639,-0.420776,-0.313354
1679535071.4975417,0.482361,-0.592651,-0.125854
1679535071.681101,0.232361,-0.514526,-0.563354
1679535071.9527793,0.232361,-0.608276,-0.188354
1679535072.1647944,-0.767639,-0.827026,-0.500854
1679535072.324541,-0.017639,-0.233276,-0.391479
1679535072.568536,-0.267639,-0.545776,-0.438354
1679535072.8490522,-0.267639,-0.202026,-0.532104
1679535073.120532,-0.767639,-0.248901,-0.594604
1679535073.4129183,-0.267639,-0.202026,-0.203979
1679535073.6370015,-0.017639,-0.467651,-0.500854
1679535073.901066,0.232361,-0.561401,-0.203979
1679535074.077031,-0.017639,-0.545776,-0.453979
1679535074.341013,-0.267639,-0.639526,-0.375854
1679535074.5130465,-0.017639,-0.467651,-0.344604
1679535074.6809645,0.232361,-0.670776,-0.266479
1679535074.848883,0.232361,-0.452026,-0.157104
1679535075.0528412,0.232361,-0.373901,-0.532104
1679535075.29678,-0.017639,-0.577026,-0.266479
1679535075.456918,-0.517639,-0.358276,-0.141479
1679535075.6047535,-0.267639,-0.717651,-0.203979
1679535075.772821,-0.267639,-0.483276,-0.891479
1679535075.9450436,0.232361,-0.545776,-0.453979
1679535076.0888886,-0.267639,-0.452026,-0.657104
1679535076.248885,-0.017639,-0.608276,-0.422729
1679535076.420778,-0.267639,-0.373901,-0.360229
1679535076.5968435,0.232361,-0.358276,-0.625854
1679535076.7689793,-0.267639,-0.514526,-0.485229
1679535077.0413013,-0.267639,-0.233276,-0.641479
1679535077.2089405,0.482361,-0.405151,-0.297729
1679535077.3732634,-0.017639,-0.358276,-0.125854
1679535077.5209098,-0.267639,-0.248901,-0.391479
1679535077.761069,-0.017639,-0.342651,-0.563354
1679535077.936692,-0.267639,-0.483276,-0.282104
1679535078.2089007,-0.517639,-0.545776,-0.610229
1679535078.3729334,-0.517639,-0.639526,-0.360229
1679535078.6400075,0.232361,-0.577026,-0.094604
1679535078.8088372,-0.267639,-0.577026,-0.282104
1679535078.9689252,-0.267639,-0.311401,-0.438354
1679535079.148847,0.232361,-0.498901,-0.532104
1679535079.3407717,-0.517639,-0.702026,-0.563354
1679535079.4848866,-0.267639,-0.623901,-0.157104
1679535079.6730688,0.482361,-0.311401,-0.203979
1679535079.8649583,0.232361,-0.327026,-0.453979
1679535080.0847623,-0.517639,-0.748901,-0.578979
1679535080.292995,-0.017639,-0.108276,-0.469604
1679535080.5088365,0.232361,-0.483276,-0.188354
1679535080.6608677,-0.267639,-0.483276,-0.547729
1679535080.8078678,-0.517639,-0.608276,-0.672729
1679535080.9695172,-0.017639,-0.842651,-0.469604
1679535081.2287817,-0.767639,-0.733276,-0.453979
1679535081.4723938,-0.267639,-0.467651,-0.453979
1679535081.7284691,-0.267639,-0.623901,-0.469604
1679535081.8925374,-0.267639,-0.452026,-0.407104
1679535082.0688505,-0.267639,-0.420776,-0.344604
1679535082.3447957,-0.017639,-0.327026,-0.578979
1679535082.5088506,-0.017639,-0.530151,-0.250854
1679535082.788805,-0.267639,-0.373901,-0.375854
1679535082.9438543,-0.267639,-0.498901,-0.360229
1679535083.2247992,-0.017639,-0.780151,-0.532104
1679535083.3767312,-0.267639,-0.639526,-0.360229
1679535083.5529609,-0.017639,-0.670776,-0.422729
1679535083.7090826,-0.017639,-0.295776,-0.313354
1679535083.8678715,-0.267639,-0.686401,-0.375854
1679535084.0448644,-0.267639,-0.389526,-0.422729
1679535084.264871,-0.517639,-0.780151,-0.422729
1679535084.4488676,-0.267639,-0.467651,-0.344604
1679535084.620926,-0.017639,-0.702026,-0.625854
1679535084.7928553,-0.017639,-0.748901,-0.266479
1679535085.0522268,-0.267639,-0.405151,-0.453979
1679535085.2129266,-0.017639,-0.686401,-0.516479
1679535085.3887737,-0.267639,-0.592651,-0.188354
1679535085.648507,-0.267639,-0.123901,-0.297729
1679535085.8688796,-0.017639,-0.405151,-0.297729
1679535086.170364,-0.517639,-0.530151,-0.375854
1679535086.352945,-0.017639,-0.702026,-0.407104
1679535086.5249577,-0.517639,-0.561401,-0.469604
1679535086.808836,-0.017639,-0.858276,-0.719604
1679535086.9849694,-0.267639,-0.483276,-0.657104
1679535087.1648228,-0.267639,-0.577026,-0.407104
1679535087.3772674,0.232361,-0.295776,-0.782104
1679535087.544974,-0.517639,-0.514526,-0.282104
1679535087.8248963,-0.017639,-0.514526,-0.500854
1679535087.996841,0.482361,-0.498901,-0.563354
1679535088.1450748,-0.017639,-0.577026,-0.172729
1679535088.317026,-0.267639,-0.452026,-0.703979
1679535088.4810002,-0.017639,-0.327026,-0.219604
1679535088.6409771,-0.267639,-0.420776,-0.344604
1679535088.7968736,-0.267639,-0.545776,-0.188354
1679535088.9770267,-0.017639,-0.217651,-0.688354
1679535089.1930645,0.232361,-0.608276,-0.625854
1679535089.3611257,-0.017639,-0.436401,-0.391479
1679535089.6370146,-0.017639,-0.670776,-0.313354
1679535089.8088608,-0.517639,-0.561401,-0.344604
1679535090.064931,-0.267639,-0.608276,-0.500854
1679535090.232024,-0.017639,-0.561401,-0.313354
1679535090.4090612,-0.017639,-0.436401,-0.578979
1679535090.6729228,-0.017639,-0.342651,-0.500854
1679535090.8568685,-0.267639,-0.389526,-0.141479
1679535091.104627,0.232361,-0.811401,-0.266479
1679535091.2651289,-0.017639,-0.655151,-0.438354
1679535091.4451716,-0.017639,-0.358276,-0.453979
1679535091.624959,-0.517639,-0.514526,-0.641479
1679535091.796439,-0.267639,-0.420776,-0.672729
1679535092.0564091,-0.517639,-0.248901,-0.735229
1679535092.2205071,0.232361,-0.764526,-0.110229
1679535092.372796,-0.267639,-0.123901,-0.453979
1679535092.536869,-0.267639,-0.670776,-0.438354
1679535092.7008307,-0.267639,-0.405151,-0.485229
1679535092.8518395,-0.267639,-0.514526,-0.188354
1679535093.0128417,-0.017639,-0.436401,-0.407104
1679535093.1724603,-0.017639,-0.748901,-0.516479
1679535093.3209343,-0.517639,-0.561401,-0.672729
1679535093.4928415,-0.767639,-0.405151,-0.532104
1679535093.664843,-0.017639,-0.358276,-0.469604
1679535093.8409548,0.232361,-0.530151,-0.250854
1679535094.0089269,-0.017639,-0.170776,-0.610229
1679535094.1890094,-0.767639,-0.436401,-0.453979
1679535094.4610915,-0.017639,-0.452026,-0.610229
1679535094.6370554,-0.267639,-0.405151,-0.391479
1679535094.8089306,-0.017639,-0.780151,-0.328979
1679535094.9966052,-0.017639,-0.514526,-0.297729
1679535095.1609364,0.232361,-0.670776,-0.282104
1679535095.3085086,0.232361,-0.561401,-0.672729
1679535095.5519023,-0.267639,-0.342651,-0.547729
1679535095.816905,0.232361,-0.514526,-0.500854
1679535096.076987,-0.767639,-0.733276,-0.422729
1679535096.2732463,-0.017639,-0.483276,-0.750854
1679535096.5205486,-0.017639,-0.608276,-0.532104
1679535096.7646656,-0.267639,-0.561401,-0.641479
1679535096.912547,-0.267639,-0.233276,-0.485229
1679535097.1930292,-0.017639,-0.561401,-0.313354
1679535097.4168243,-0.017639,-0.670776,-0.094604
1679535097.6361623,-0.267639,-0.561401,-0.407104
1679535097.8321283,-0.267639,-0.342651,-0.125854
1679535098.0120564,-0.517639,-0.483276,-0.547729
1679535098.190825,0.232361,-0.717651,-0.719604
1679535098.3489828,-0.267639,-0.327026,-0.735229
1679535098.6249752,-0.267639,-0.405151,-0.157104
1679535098.8969958,-0.017639,-0.452026,-0.344604
1679535099.1400745,-0.017639,-0.483276,-0.313354
1679535099.324967,-0.267639,-0.280151,-0.157104
