time,vibX,vibY,vibZ
1679531233.078698,1.732361,-0.202026,-0.282104
1679531233.2447565,1.232361,-0.873901,-0.532104
1679531233.4040775,1.732361,-0.373901,-0.469604
1679531233.5604162,1.732361,-0.514526,-0.125854
1679531233.7254405,1.732361,-0.170776,-0.813354
1679531233.880938,1.732361,-0.498901,-0.250854
1679531234.0410645,-1.767639,-0.405151,-0.157104
1679531234.2482584,1.732361,-0.592651,-0.516479
1679531234.4175065,1.482361,-0.452026,-0.235229
1679531234.5853486,1.732361,-0.264526,-0.360229
1679531234.7469618,-1.767639,-0.202026,-0.203979
1679531234.913978,1.232361,-0.217651,-0.250854
1679531235.0686889,1.232361,-0.498901,-0.141479
1679531235.2411811,1.482361,-0.202026,-0.078979
1679531235.4204571,1.732361,-0.577026,-0.672729
1679531235.6323414,1.232361,-0.514526,-0.203979
1679531235.79255,0.732361,-0.545776,-0.188354
1679531235.9603872,1.982361,-0.530151,-0.344604
1679531236.132803,1.732361,-0.702026,-0.453979
1679531236.3045936,1.482361,-0.373901,-0.407104
1679531236.4690793,1.732361,-0.623901,-0.485229
1679531236.6499336,1.982361,-0.561401,-0.563354
1679531236.8134842,1.482361,-0.545776,-0.407104
1679531237.0326653,1.982361,-0.498901,-0.735229
1679531237.1893525,1.982361,-0.420776,-0.547729
1679531237.3492043,1.732361,-0.420776,-0.438354
1679531237.510246,1.982361,-0.311401,-0.641479
1679531237.6808684,1.482361,-0.373901,-0.407104
1679531237.8451283,1.732361,-0.467651,-0.250854
1679531238.0111735,1.982361,-0.295776,-0.797729
1679531238.1854098,1.982361,-0.686401,-0.563354
1679531238.3605075,1.482361,-0.545776,-0.313354
1679531238.5291414,1.482361,-0.061401,-0.532104
1679531238.728702,1.982361,-0.623901,-0.500854
1679531238.939902,1.732361,-0.280151,-0.203979
1679531239.1011174,1.482361,-0.639526,-0.516479
1679531239.261423,1.232361,-0.327026,-1.047729
1679531239.442106,1.232361,-0.717651,-0.688354
1679531239.617937,1.982361,-0.467651,-0.344604
1679531239.79307,1.732361,-0.358276,-0.672729
1679531239.96482,1.482361,-0.592651,-0.438354
1679531240.1129682,1.482361,-0.733276,-0.657104
1679531240.27705,1.732361,-0.498901,-0.407104
1679531240.4802938,1.482361,-0.686401,-0.313354
1679531240.6767647,1.732361,-0.655151,-0.438354
1679531240.9051998,1.732361,-0.233276,-0.438354
1679531241.109482,1.482422,0.063599,-0.532104
1679531241.2882352,1.732361,-0.436401,-0.610229
1679531241.4880784,1.732361,-0.389526,-0.610229
1679531241.671997,1.982361,-0.342651,-0.328979
1679531241.897328,1.482361,-0.280151,-0.469604
1679531242.1130352,1.982361,-0.608276,-0.016479
1679531242.3119068,1.482361,-0.467651,-0.250854
1679531242.4926648,1.482361,-0.295776,-0.391479
1679531242.652599,1.732361,-0.577026,-0.547729
1679531242.8367958,1.982361,-0.436401,-0.750854
1679531243.000167,1.482361,-0.389526,-0.375854
1679531243.193095,1.482361,-0.342651,-0.438354
1679531243.384003,1.982361,-0.483276,-0.735229
1679531243.5849862,1.232361,-0.545776,-0.500854
1679531243.772061,1.982361,-0.21759,0.217896
1679531243.9279022,1.232361,-0.545776,-0.578979
1679531244.0961795,1.732361,-0.452026,-0.453979
1679531244.2689056,0.982361,-0.498901,-0.391479
1679531244.4673855,1.732361,-0.733276,-0.453979
1679531244.6482534,1.732361,-0.358276,-0.422729
1679531244.8161411,1.982361,-0.608276,-0.453979
1679531245.0331814,1.732361,-0.530151,-0.610229
1679531245.2611208,1.732361,-0.280151,-0.563354
1679531245.469314,1.232361,-0.608276,-0.469604
1679531245.705163,1.732361,-0.233276,-0.250854
1679531245.895907,1.732361,-0.530151,-0.375854
1679531246.0880494,1.732361,-0.498901,-0.828979
1679531246.2850184,1.982361,-0.733276,-0.125854
1679531246.5162745,1.482361,-0.248901,-0.453979
1679531246.6871574,1.232361,-0.545776,-0.407104
1679531246.8896654,1.732361,-0.545776,-0.328979
1679531247.060956,0.982361,-0.327026,-0.625854
1679531247.220337,1.482361,-0.498901,-0.219604
1679531247.389428,1.732361,-0.342651,-0.297729
1679531247.5487697,1.982361,-0.420776,-0.219604
1679531247.721007,1.982361,-0.530151,-0.532104
1679531247.897505,1.232361,-0.670776,-0.469604
1679531248.076424,1.982361,-0.467651,-0.360229
1679531248.2583983,1.732361,-0.389526,-0.344604
1679531248.4732528,1.232361,-0.373901,-0.469604
1679531248.701367,1.982361,-0.717651,-0.469604
1679531248.9166293,1.482361,-0.530151,-0.578979
1679531249.0846334,1.732361,-0.483276,-0.219604
1679531249.2998986,1.482361,-0.467651,-0.219604
1679531249.5292258,1.482361,-0.092651,-0.172729
1679531249.716188,1.732361,-0.327026,-0.282104
1679531249.9121716,1.982361,-0.530151,-0.047729
1679531250.1326458,1.232361,-0.405151,-0.516479
1679531250.3252273,1.982361,-0.498901,-0.563354
1679531250.553129,1.982361,-0.733276,-0.407104
1679531250.705151,1.732361,-0.545776,-0.547729
1679531250.8722985,1.732361,-0.717651,-0.469604
1679531251.0442345,1.482361,-0.623901,-0.250854
1679531251.23238,0.732361,-0.280151,-0.578979
1679531251.3882697,1.482361,-0.639526,-0.594604
1679531251.565099,1.482361,-0.217651,-0.328979
1679531251.7171876,-1.767639,-0.170776,-0.219604
1679531251.889106,1.732361,-0.108215,0.030396
1679531252.139932,1.732361,-0.467651,-0.375854
1679531252.3292606,1.232361,-0.623901,-0.719604
1679531252.5209467,1.982361,-0.561401,-0.407104
1679531252.7079775,1.232361,-0.889526,-0.469604
1679531252.8959212,1.982361,-0.311401,-0.532104
1679531253.0761642,1.732361,-0.498901,-0.360229
1679531253.2802775,1.732361,-0.420776,-0.500854
1679531253.5282414,1.232361,-0.358276,-0.172729
1679531253.7523787,1.232361,-0.608276,-0.094604
1679531253.9800937,1.232361,-0.373901,-0.407104
1679531254.1762097,1.732361,-0.389526,-0.641479
1679531254.404394,1.982361,-0.498901,-0.547729
1679531254.6054883,1.982361,-0.452026,-0.266479
1679531254.81735,1.482361,-0.655151,-0.360229
1679531255.0292215,1.232361,-0.561401,-0.782104
1679531255.273174,1.482361,-0.389526,-0.797729
1679531255.4370954,1.732361,-0.483276,-0.407104
1679531255.6004837,1.232361,-0.389526,-0.266479
1679531255.7772186,1.732361,-0.452026,-0.469604
1679531255.9529138,1.482361,-0.389526,-0.422729
1679531256.1527164,1.482361,-0.373901,-0.578979
1679531256.308288,1.732361,-0.436401,-0.344604
1679531256.4562676,1.982361,-0.561401,-0.157104
1679531256.6285603,1.232361,-0.139526,-0.250854
1679531256.8162389,1.482361,-0.530151,-0.360229
1679531256.9800453,1.232361,-0.467651,-0.250854
1679531257.1568124,1.482361,-0.233276,-0.532104
1679531257.3240604,1.732361,-0.530151,-0.703979
1679531257.4962993,1.732361,-0.498901,-0.375854
1679531257.6848583,1.732361,-0.295776,-0.907104
1679531257.8560936,1.982361,-0.233276,-0.297729
1679531258.036806,1.982361,-0.358276,-0.485229
1679531258.224341,1.482361,-0.217651,-0.266479
1679531258.40808,1.732361,-0.405151,-0.594604
1679531258.625261,1.982361,-0.061401,-0.344604
1679531258.7806025,1.482361,-0.608276,-0.532104
1679531258.9521513,1.482361,-0.389526,-0.563354
1679531259.1166067,1.482361,-0.623901,-0.344604
1679531259.2920823,1.982361,-0.733276,-0.313354
1679531259.4679923,1.482361,-0.561401,-0.438354
1679531259.6282003,0.982361,-0.498901,-0.625854
1679531259.8052,-1.767639,-0.577026,-0.485229
1679531259.964052,1.482361,-0.592651,-0.469604
1679531260.1158671,1.982361,-0.233276,-0.016479
1679531260.2690487,1.982361,-0.373901,-0.594604
1679531260.477091,1.482361,-0.358276,-0.453979
1679531260.6726923,1.982361,-0.577026,-0.500854
1679531260.8638923,-1.767639,-0.311401,-0.266479
1679531261.0559118,1.232361,-0.686401,-0.157104
1679531261.2572978,1.482361,-0.592651,-0.422729
1679531261.445542,1.982361,-0.498901,-0.453979
1679531261.6574588,1.232361,-0.373901,-0.500854
1679531261.823972,1.732361,-0.873901,-0.297729
1679531262.01586,1.232361,-0.030151,-0.672729
1679531262.2039616,1.232361,-0.420776,-0.313354
1679531262.3929832,-1.767639,-0.514526,-0.485229
1679531262.547932,1.232361,-0.248901,-0.422729
1679531262.7124438,0.982361,-0.420776,-0.469604
1679531262.8929307,-1.767639,-0.358276,-0.453979
1679531263.05608,1.732361,-0.748901,-0.391479
1679531263.2200892,1.232361,-0.608276,-0.407104
1679531263.3764136,-1.767639,-0.108276,-0.578979
1679531263.5519462,1.482361,-0.248901,-0.172729
1679531263.7212255,1.482361,-0.311401,-0.328979
1679531263.8838758,1.732361,-0.592651,-0.250854
1679531264.052022,1.732361,-0.795776,-0.750854
1679531264.284906,1.232361,-0.530151,-0.110229
1679531264.4559193,1.732361,-0.436401,-0.516479
1679531264.6253982,1.732361,-0.561401,-0.469604
1679531264.7960129,1.982361,-0.561401,-0.625854
1679531264.9644282,1.732361,-0.436401,-0.532104
1679531265.135872,1.482361,-0.233276,-0.328979
1679531265.3038864,1.732361,-0.405151,-0.344604
1679531265.4761589,1.482361,-0.452026,-0.344604
1679531265.6446092,1.732361,-0.655151,-0.344604
1679531265.8566349,1.732361,-0.327026,-0.500854
1679531266.0399797,1.732361,-0.452026,-0.500854
1679531266.2201016,1.732361,-0.530151,-0.172729
1679531266.3920612,-1.767639,-0.248901,-0.469604
1679531266.5443246,1.732361,-0.764526,-0.453979
1679531266.6970248,1.482361,-0.389526,-0.516479
1679531266.844626,1.482361,-0.014526,-0.703979
1679531267.053422,1.482361,-0.420776,-0.578979
1679531267.2093313,1.232361,-0.639526,-0.328979
1679531267.3645902,1.732361,-0.467651,-0.594604
1679531267.5368345,1.482361,-0.702026,-0.391479
1679531267.7064097,1.232361,-0.420776,-0.172729
1679531267.861015,1.982361,-0.452026,-0.641479
1679531268.0240486,1.482361,-0.483276,-0.391479
1679531268.193997,1.982361,-0.639526,-0.547729
1679531268.4040563,1.982361,-0.264526,-0.563354
1679531268.6158826,1.732361,-0.530151,-0.547729
1679531268.8116252,1.732361,-0.592651,-0.875854
1679531268.96426,1.232361,-0.467651,-0.438354
1679531269.123901,1.982361,-0.514526,-0.125854
1679531269.2964127,1.982361,-0.483276,-0.407104
1679531269.476026,1.732361,-0.233276,-0.594604
1679531269.672057,1.482361,-0.733276,-0.141479
1679531269.8880062,1.482361,-0.358276,-0.485229
1679531270.1326196,1.982361,-0.452026,-0.203979
1679531270.3568532,1.232361,-0.530151,-0.157104
1679531270.5444326,1.482361,-0.405151,-0.453979
1679531270.7118728,1.982361,-0.311401,-0.500854
1679531270.8765552,1.732361,-0.358276,-0.141479
1679531271.0375628,1.232361,-0.827026,-0.516479
1679531271.1936471,1.982361,-0.561401,-0.172729
1679531271.417389,1.232361,-0.233276,-0.344604
1679531271.5898273,1.232361,-0.686401,-0.547729
1679531271.7487645,1.982361,-0.702026,-0.407104
1679531271.908688,1.982361,-0.186401,-0.703979
1679531272.0811138,1.482361,-0.592651,-0.250854
1679531272.2445042,-1.767639,-0.670776,-0.703979
1679531272.46412,1.482361,-0.561401,-0.907104
1679531272.63618,1.732361,-0.389526,-0.282104
1679531272.8072262,-1.767639,-0.467651,-0.391479
1679531273.0253124,1.482361,-0.452026,-0.610229
1679531273.2252622,1.232361,-0.545776,-0.438354
1679531273.4253042,1.482361,-0.217651,-0.657104
1679531273.617325,1.232361,-0.561401,-0.282104
1679531273.8329806,1.232361,-0.498901,-0.563354
1679531274.0371747,1.732361,-0.467651,-0.438354
1679531274.2257774,1.982361,-0.420776,-0.516479
1679531274.3926792,1.232361,-0.436401,-0.313354
1679531274.5646017,1.732361,-0.295776,-0.266479
1679531274.7558832,1.232361,-0.514526,-0.500854
1679531274.9134898,1.482361,-0.139526,-0.360229
1679531275.0811474,1.482361,-0.452026,-0.235229
1679531275.2430687,1.732361,-0.311401,-0.063354
1679531275.3966002,1.982361,-0.436401,-0.328979
1679531275.5563164,1.732361,-0.420776,-0.532104
1679531275.7562373,1.482361,-0.561401,-0.235229
1679531275.9719331,1.732361,-0.342651,-0.641479
1679531276.2199492,1.482361,-0.592651,-0.485229
1679531276.4079597,1.482361,-0.748901,-0.500854
1679531276.5879002,-1.767639,-0.702026,-0.438354
1679531276.7438972,1.982361,-0.342651,-0.891479
1679531276.977351,1.732361,-0.389526,-0.297729
1679531277.1519551,1.482361,-0.545776,-0.610229
1679531277.332198,1.482361,-0.561401,-0.407104
1679531277.5082664,1.732361,-0.545776,-0.547729
1679531277.676445,1.982361,-0.248901,-0.578979
1679531277.857097,1.232361,-0.670776,-0.469604
1679531278.035908,1.232361,-0.452026,-0.563354
1679531278.2449708,1.732361,-0.452026,-0.516479
1679531278.3973582,0.982361,-0.498901,-0.532104
1679531278.557368,1.982361,-0.170776,-0.500854
1679531278.7209618,1.732361,-0.217651,-0.407104
1679531278.8767111,1.482361,-0.327026,-0.516479
1679531279.0533748,1.482361,-0.420776,-0.297729
1679531279.2211106,1.482361,-0.655151,-0.532104
1679531279.3808904,1.732361,-0.295776,-0.532104
1679531279.589137,1.482361,-0.295776,-0.360229
1679531279.7649293,1.482361,-0.577026,-0.594604
1679531279.931885,1.482361,-0.420776,-0.766479
1679531280.1055756,1.982361,-0.467651,-0.328979
1679531280.2760744,1.482361,-0.467651,-0.219604
1679531280.4565215,1.982361,-0.217651,-0.578979
1679531280.6219103,1.732361,-0.389526,-0.547729
1679531280.7838976,1.982361,-0.623901,-0.250854
1679531280.944091,1.982361,-0.514526,-0.469604
1679531281.1561172,1.982361,-0.655151,-0.750854
1679531281.348189,1.732361,-0.702026,-0.500854
1679531281.528602,1.482361,-0.311401,-0.813354
1679531281.6965418,1.482361,-0.358276,-0.313354
1679531281.8721097,1.482361,-0.405151,-0.500854
1679531282.1207016,1.732361,-0.248901,-0.516479
1679531282.2888682,1.482361,-0.733276,-0.485229
1679531282.4611502,1.732361,-0.467651,-0.594604
1679531282.6400547,1.732361,-0.373901,-0.360229
1679531282.844811,1.482361,-0.373901,-0.391479
1679531283.013296,1.482361,-0.373901,-0.563354
1679531283.2269225,1.732361,-0.248901,-0.453979
1679531283.3906596,1.482361,-0.498901,-0.438354
1679531283.564438,1.982361,-0.748901,-0.391479
1679531283.7323182,1.732361,-0.389526,-0.407104
1679531283.890486,1.482361,-0.702026,-0.188354
1679531284.0559936,1.732361,-0.608276,-0.422729
1679531284.304062,1.732361,-0.483276,-0.469604
1679531284.516435,1.482361,-0.389526,-0.672729
1679531284.720941,1.982361,-0.327026,-0.188354
1679531284.9081912,1.982361,-0.342651,-0.438354
1679531285.084259,1.982361,-0.498901,-0.500854
1679531285.257174,1.982361,-0.389526,-0.266479
1679531285.4250607,1.732361,-0.295776,-0.532104
1679531285.5930922,1.732361,-0.358276,-0.516479
1679531285.7656727,1.982361,-0.389526,-0.547729
1679531285.9410107,1.732361,-0.280151,-0.282104
1679531286.144074,1.982361,-0.436401,-0.391479
1679531286.3403194,1.482361,-0.670776,-0.547729
1679531286.5141351,1.482361,-0.655151,-0.219604
1679531286.6751168,1.732361,-0.577026,-0.172729
1679531286.8371162,1.732361,-0.264526,-0.313354
1679531286.9922748,1.732361,-0.545776,-0.250854
1679531287.1685936,1.732361,-0.623901,-0.657104
1679531287.3449106,1.732361,-0.264526,-0.610229
1679531287.5039809,1.232361,-0.498901,-0.532104
1679531287.69269,-1.767639,-0.030151,-0.485229
1679531287.8726468,1.732361,-0.405151,-0.500854
1679531288.0488772,1.732361,-0.639526,-0.282104
1679531288.2322493,1.732361,-0.389526,-0.782104
1679531288.4336014,1.482361,-0.639526,-0.438354
1679531288.616114,1.482361,-0.639526,-0.610229
1679531288.87195,1.732361,-0.108276,-0.110229
1679531289.0690646,1.732361,-0.436401,-0.407104
1679531289.2371037,1.982361,-0.483276,-0.391479
1679531289.4521344,1.732361,-0.670776,-0.516479
1679531289.624455,1.982361,-0.108276,-0.766479
1679531289.8088555,1.982361,-0.68634,0.030396
1679531290.0406315,1.982361,-0.467651,-0.610229
1679531290.2686117,1.232361,-0.389526,-0.422729
1679531290.4878983,1.732361,-0.186401,-0.407104
1679531290.688892,1.732361,-0.373901,-0.235229
1679531290.8606548,1.732361,-0.342651,-0.375854
1679531291.0929365,1.732361,-0.545776,-0.672729
1679531291.2973306,1.232361,-0.498901,-0.328979
1679531291.5001318,1.482361,-0.420776,-0.657104
1679531291.6798637,1.982361,-0.420776,-0.516479
1679531291.9159837,1.982361,-0.405151,-0.282104
1679531292.1562915,1.982361,-0.577026,-0.219604
1679531292.3648329,1.732361,-0.405151,-0.578979
1679531292.5968373,1.982361,-0.530151,-0.469604
1679531292.769428,1.732361,-0.436401,-0.391479
1679531292.940595,1.732361,-0.389526,-0.078979
1679531293.1041553,1.732361,-0.123901,-0.453979
1679531293.2617114,1.982361,-0.295776,-0.703979
1679531293.4223726,1.982361,-0.514526,-0.438354
1679531293.5925927,1.732361,-0.170776,-0.578979
1679531293.7570324,1.982361,-0.514526,-0.328979
1679531293.9204116,1.732361,-0.358276,-0.719604
1679531294.068662,1.732361,-0.436401,-0.719604
1679531294.2330143,-1.517639,-0.577026,-0.782104
1679531294.4402533,1.982361,-0.436401,-0.344604
1679531294.5894222,1.982361,-0.498901,-0.453979
1679531294.7614276,1.732361,-0.483276,-0.188354
1679531294.9169712,1.982361,-0.405151,-0.532104
1679531295.0723412,1.482422,0.016724,-0.485229
1679531295.229668,1.982361,-0.202026,-0.719604
1679531295.392785,-1.767639,-0.577026,-0.328979
1679531295.564807,-1.767639,-0.280151,-0.282104
1679531295.7261066,1.982361,-0.467651,-0.469604
1679531295.9445612,1.232361,-0.420776,-0.563354
1679531296.1133802,1.732361,-0.592651,-0.313354
1679531296.268237,1.982361,-0.342651,-0.438354
1679531296.4288926,1.982361,-0.483276,-0.157104
1679531296.596881,1.732361,-0.530151,-0.110229
1679531296.75644,1.982361,-0.655151,-0.422729
1679531296.9052052,-1.767639,-0.623901,-0.516479
1679531297.0604966,1.482361,-0.436401,-0.563354
1679531297.220647,1.732361,-0.530151,-0.485229
1679531297.401007,1.732361,-0.139526,-0.110229
1679531297.5839458,1.982361,-0.280151,-0.485229
1679531297.7933722,-1.767639,-0.311401,-0.094604
1679531297.9863644,1.982361,-0.530151,-0.563354
1679531298.176536,1.982361,-0.748901,-0.344604
1679531298.3458672,1.732361,-0.827026,-0.125854
1679531298.549145,1.732361,-0.748901,-0.203979
1679531298.713465,1.732361,-0.702026,-0.453979
1679531298.877314,-1.767639,-0.358276,-0.422729
1679531299.0452142,1.982361,-0.530151,-0.141479
1679531299.2135012,1.982361,-0.483276,-0.360229
1679531299.3778172,1.732361,-0.389526,-0.563354
1679531299.544279,1.732361,-0.373901,-0.407104
1679531299.7067654,-1.767639,-0.420776,-0.641479
1679531299.8971086,1.732361,-0.577026,-0.500854
1679531300.0624375,-1.767639,-0.295776,-0.360229
1679531300.208741,1.982361,-0.295776,-0.375854
1679531300.3691208,1.482361,-0.577026,-0.485229
1679531300.529739,1.732361,-0.467651,-0.688354
1679531300.706104,1.732361,-0.420776,-0.407104
1679531300.8806362,1.982361,-0.389526,-0.516479
1679531301.0548837,1.732361,-0.748901,-0.157104
1679531301.2564683,1.732361,-0.483276,-0.453979
1679531301.4169712,1.232361,-0.483276,-0.485229
1679531301.5962696,1.982361,-0.452026,-0.391479
1679531301.7619462,1.482361,-0.577026,-0.235229
1679531301.928945,-1.767639,-0.280151,-0.282104
1679531302.0966327,-1.767639,-0.780151,-0.219604
1679531302.2642047,1.732361,-0.389526,-0.219604
1679531302.4242966,1.732361,-0.764526,-0.375854
1679531302.6319585,1.732361,-0.311401,-0.625854
1679531302.78874,1.482361,-0.217651,-0.422729
1679531302.9609373,1.482361,-0.467651,-0.641479
1679531303.13343,1.732361,-0.577026,-0.453979
1679531303.3040795,1.732361,-0.452026,-0.563354
1679531303.504277,1.732361,-0.405151,-0.328979
1679531303.7048004,1.732361,-0.061401,-0.610229
1679531303.872495,-1.767639,-0.467651,-0.703979
1679531304.0443,1.982361,-0.405151,-0.735229
1679531304.200081,1.732361,-0.655151,-0.407104
1679531304.3656125,1.732361,-0.498901,-0.578979
1679531304.5378077,1.732361,-0.592651,-0.282104
1679531304.77324,1.232361,-0.326965,0.139771
1679531304.9484563,1.732361,-0.264526,-0.047729
1679531305.107237,1.482361,-0.467651,-0.313354
1679531305.2853348,1.732361,-0.608276,-0.703979
1679531305.448666,1.732361,-0.405151,-0.453979
1679531305.6169074,1.982361,-0.420776,-0.625854
1679531305.785605,1.732361,-0.592651,-0.532104
1679531305.9561937,1.732361,-0.264526,-0.750854
1679531306.129077,1.732361,-0.139526,-0.610229
1679531306.29818,1.482361,-0.592651,-0.094604
1679531306.4821444,1.732361,-0.108276,-0.172729
1679531306.6490486,1.732361,-0.686401,-0.328979
1679531306.808425,1.982361,-0.717651,-0.547729
1679531306.9768355,1.982361,-0.373901,-0.610229
1679531307.144492,1.732361,-0.514526,-0.422729
1679531307.3244252,1.982361,-0.545776,-0.485229
1679531307.4851415,1.482361,-0.639526,-0.407104
1679531307.6439786,1.732361,-0.436401,-0.469604
1679531307.8008924,1.732361,-0.436401,-0.453979
1679531307.9691522,1.482361,-0.217651,-0.266479
1679531308.141529,1.732361,-0.452026,-0.938354
1679531308.3014667,1.982361,-0.498901,-0.516479
1679531308.4603543,1.982361,-0.670776,-0.750854
1679531308.6231432,1.232361,-0.436401,-0.235229
1679531308.838379,1.232361,-0.233276,-0.188354
1679531309.0240028,1.482361,-0.733276,-0.313354
1679531309.2322724,1.732361,-0.170776,-0.313354
1679531309.404725,1.482361,-0.405151,-0.453979
1679531309.5854342,1.732361,-0.420776,-0.578979
1679531309.7494144,1.732361,-0.530151,-0.516479
1679531309.9433303,1.732361,-0.327026,-0.907104
1679531310.097484,0.982361,-0.311401,-0.485229
1679531310.2702558,1.232361,-0.295776,-0.328979
1679531310.437462,1.232361,-0.420776,-0.360229
1679531310.5943766,1.732361,-0.248901,-0.797729
1679531310.7966914,1.232361,-0.545776,-0.735229
1679531310.9450262,1.982361,-0.545776,-0.282104
1679531311.1408124,1.732361,-0.733276,-0.610229
1679531311.309407,1.482361,-0.498901,-0.391479
1679531311.464942,1.482361,-0.827026,-0.657104
1679531311.6375754,1.732361,-0.139526,-0.219604
1679531311.8084676,1.482361,-0.748901,-0.219604
1679531311.9968226,1.232361,-0.264526,-0.438354
1679531312.1616204,1.732361,-0.436401,-0.235229
1679531312.325158,1.482361,-0.358276,-0.422729
1679531312.4840958,1.732361,0.001099,-0.250854
1679531312.653271,1.482361,-0.592651,-0.282104
1679531312.8254223,1.732361,-0.295776,-0.375854
1679531313.040634,1.732361,-0.670776,-0.469604
1679531313.2122529,1.982361,-0.702026,-0.297729
1679531313.3656993,1.982422,0.016724,-0.750854
1679531313.5411668,1.732361,-0.155151,-0.391479
1679531313.7244062,1.982361,-0.686401,-0.157104
1679531313.9083965,1.732361,-0.295776,-0.328979
1679531314.0690682,1.732361,-0.170776,-0.516479
1679531314.2441268,1.982361,-0.233276,-0.469604
1679531314.4368567,-1.767639,-0.686401,-0.672729
1679531314.628008,1.732361,-0.436401,-0.547729
1679531314.8326604,1.732361,-0.280151,-0.594604
1679531315.055596,1.732361,-0.670776,-0.797729
1679531315.2364194,1.732361,-0.389526,-0.641479
1679531315.3922005,1.732361,-0.420776,-0.500854
1679531315.5611148,-1.767639,-0.748901,-0.297729
1679531315.7338548,1.982361,-0.389526,-0.532104
1679531315.8938024,1.482361,-0.889526,-0.282104
1679531316.0961015,1.982361,-0.420776,-0.235229
1679531316.2570183,-1.767639,-0.483276,-0.563354
1679531316.4250512,1.982361,-0.170776,-0.328979
1679531316.592732,-1.767639,-0.389526,-0.532104
1679531316.770671,1.982361,-0.545776,-0.610229
1679531316.9848187,-1.517639,-0.545776,-0.641479
1679531317.1411152,1.732361,-0.436401,-0.219604
1679531317.3094103,1.482361,-0.467651,-0.516479
1679531317.4861033,1.732361,-0.545776,-0.407104
1679531317.660612,1.732361,-0.358276,-0.313354
1679531317.8244936,1.732361,-0.498901,-0.563354
1679531318.0400698,1.482361,-0.873901,-0.297729
1679531318.2599187,1.982361,-0.123901,-0.657104
1679531318.4359677,-1.767639,-0.295776,-0.438354
1679531318.617167,1.732361,-0.389526,-0.328979
1679531318.7772894,1.482361,-0.498901,-0.453979
1679531318.9331148,1.982361,-0.420776,-0.141479
1679531319.0862155,1.482361,-0.327026,-0.532104
1679531319.2850893,1.732361,-0.764526,-0.532104
1679531319.44105,1.482361,-0.436401,-0.438354
1679531319.596714,1.982361,-0.342651,-0.641479
1679531319.75262,1.482361,-0.373901,-0.438354
1679531319.925285,1.732361,-0.530151,-0.485229
1679531320.0963757,1.732361,-0.373901,-0.453979
1679531320.2408946,1.732361,-0.389526,-0.641479
1679531320.421743,1.982361,-0.264526,-0.313354
1679531320.5930324,1.732361,-0.295776,-0.328979
1679531320.7567291,1.482361,-0.327026,-0.032104
1679531320.933024,1.232361,-0.295776,-0.500854
1679531321.0855498,-1.767639,-0.717651,-0.766479
1679531321.244953,-1.767639,-0.264526,-0.344604
1679531321.4742131,1.482361,-0.623901,-0.360229
1679531321.6489594,1.732361,-0.858276,-0.532104
1679531321.865197,1.732361,-0.592651,-0.438354
1679531322.0336993,1.982361,-0.483276,-0.047729
1679531322.2049448,1.732361,-0.452026,-0.235229
1679531322.3743544,1.482361,-0.514526,-0.094604
1679531322.5487063,-1.767639,-0.327026,-0.266479
1679531322.7132754,1.732361,-0.342651,-0.453979
1679531322.8811333,1.732361,-0.264526,-0.266479
1679531323.0448098,1.732361,-0.358276,-0.578979
1679531323.2130246,1.482361,-0.577026,-0.453979
1679531323.3610098,1.982361,-0.483276,-0.453979
1679531323.5125215,1.732361,-0.155151,-0.282104
1679531323.6849935,1.482361,-0.202026,-0.407104
1679531323.8599665,1.732361,-0.420776,-0.750854
1679531324.0958798,1.982361,-0.483276,-0.188354
1679531324.2491405,-1.767639,-0.389526,-1.032104
1679531324.4120977,1.732361,-0.498901,-0.375854
1679531324.6012137,1.982361,-0.514526,-0.688354
1679531324.761372,0.732361,-0.577026,-0.672729
1679531324.972525,-1.517639,-0.233276,-0.766479
1679531325.1249113,-1.767639,-0.373901,-0.610229
1679531325.301357,-1.767578,0.016724,-0.735229
1679531325.465565,-1.767639,-0.202026,-0.485229
1679531325.6609287,1.482361,-0.248901,-0.594604
1679531325.8244731,1.732361,-0.483276,-0.500854
1679531325.981316,1.482361,-0.733276,-0.563354
1679531326.1572456,1.732361,-0.202026,-0.532104
1679531326.3167677,1.232361,-0.811401,-0.485229
1679531326.5172913,-1.767639,-0.436401,-0.266479
1679531326.6819286,1.482361,-0.577026,-0.328979
1679531326.8447807,1.732361,-0.373901,-0.578979
1679531327.0120697,1.982361,-0.561401,-0.235229
1679531327.2080336,1.732361,-0.827026,-0.438354
1679531327.4000964,1.982361,-0.498901,-0.422729
1679531327.560554,1.732361,-0.483276,-0.328979
1679531327.784084,1.232361,-0.123901,-0.360229
1679531327.9654176,1.982361,-0.639526,-0.375854
1679531328.1324885,1.482361,-0.467651,-0.422729
1679531328.3400471,1.232361,-0.452026,-0.625854
1679531328.5360973,1.732361,-0.811401,-0.578979
1679531328.7098396,1.482361,-0.545776,-0.547729
1679531328.8809936,1.732361,-0.327026,-0.375854
1679531329.03967,1.982361,-0.452026,-0.500854
1679531329.2049527,-1.767639,-0.405151,-0.407104
1679531329.3807774,1.982361,-0.389526,-0.750854
1679531329.541628,-1.767639,-0.389526,-0.500854
1679531329.706179,1.732361,-0.452026,-0.328979
1679531329.8802075,1.482361,-0.498901,-0.485229
1679531330.0577512,1.982361,-0.373901,-0.328979
1679531330.2447815,1.982361,-0.295776,-0.407104
1679531330.4128597,1.732361,-0.530151,-0.360229
